-1	62	4.3088603425285354
-1	53	2.0324634953209384
-1	78	1.8343274797933338
-1	104	1.7862399618677638
-1	272	1.727786025719572
-1	186	1.673871298737791
-1	51	1.6697487727419655
-1	1087	1.634545725399674
-1	381	1.625757971382104
-1	139	1.5423862939844502
-1	82	1.5374123198313299
-1	2884	1.53541491371916
-1	3662	1.4918219385056133
-1	71	1.4907696666635966
-1	243	1.4733384073814413
-1	3657	1.4314185559393338
-1	221	1.4265593643243148
-1	237	1.3696956080208524
-1	308	1.3593878882895214
-1	794	1.3189906863778234
-1	393	1.310782638678614
-1	3321	1.3094707129755219
-1	849	1.294382931510382
-1	471	1.2894814535276906
-1	2667	1.2893584430620861
-1	332	1.2768101416898523
-1	630	1.2728081652130074
-1	856	1.2637966787633599
-1	629	1.258256800655907
-1	2739	1.2491565068962431
-1	760	1.2378840216935878
-1	1524	1.2290591295608566
-1	1278	1.2214628658639106
-1	626	1.2194752480887319
-1	187	1.218093679640745
-1	4387	1.217014483505226
-1	773	1.208813205393697
-1	625	1.199689692717823
-1	4638	1.1996607637924233
-1	495	1.1994384940564098
-1	945	1.1978894544319807
-1	229	1.197686801905
-1	977	1.1947762215977795
-1	3483	1.1922054102588804
-1	2872	1.1841612339483099
-1	1858	1.1822957295317726
-1	1148	1.1789050331519908
-1	5655	1.1721949691790183
-1	121	1.1670767095741847
-1	114	1.161982954553829
-1	2852	1.1587312382788029
-1	113	1.1583374833412534
-1	2531	1.1535079019280832
-1	3614	1.151521442231048
-1	1515	1.148606210567338
-1	3173	1.1453829220327525
-1	4233	1.1429968790649496
-1	4130	1.1407873176654695
-1	955	1.133721073951274
-1	2266	1.132852045774846
-1	2998	1.126076451137909
-1	1204	1.1224402346822877
-1	<default>	1.1157718874474698
-1	3697	1.1143295540796336
-1	1635	1.113370845552424
-1	419	1.10739271690105
-1	2961	1.104922941148148
-1	297	1.102830909393053
-1	2528	1.1021446704227595
-1	257	1.101016484846944
-1	809	1.0922865642608988
-1	585	1.0919505915449692
-1	306	1.088964081063343
-1	1115	1.0887620423214643
-1	293	1.0876216194420314
-1	2645	1.087084226086331
-1	1833	1.0870281807858642
-1	193	1.0757009203408463
-1	192	1.0757009203408463
-1	3613	1.0743676936193491
-1	454	1.0706228685856212
-1	2642	1.0698374025935777
-1	1497	1.069485313217884
-1	1368	1.0689501727224526
-1	3638	1.0672800910811355
-1	667	1.0658637366242214
-1	2695	1.0637705311082506
-1	1809	1.0634401200026966
-1	501	1.0632886090087663
-1	6188	1.0632194346326096
-1	3671	1.0623117450514519
-1	6072	1.0617836386633466
-1	3664	1.055495726721158
-1	1239	1.0510476057083769
-1	3465	1.0444322739715133
-1	570	1.041350590958252
-1	2676	1.0322691497306216
-1	4356	1.0291070055223759
-1	1172	1.0291029263328784
-1	3750	1.0285595720607028
-1	370	1.0237995155314
-1	1492	1.0223564254549258
-1	1553	1.0216211120788552
-1	1717	1.019980057668958
-1	919	1.0134713716069779
-1	395	1.0105846060977592
-1	1284	1.0071134250730347
-1	251	1.0029564882376363
-1	3111	0.9976287722947556
-1	3669	0.994587985170156
-1	642	0.9930524646361675
-1	80	0.9912283340151741
-1	3159	0.9822314240495362
-1	1978	0.9787273258096894
-1	1754	0.977878691460055
-1	1402	0.9767998729925783
-1	1786	0.976175900595983
-1	2611	0.9761104282839137
-1	2240	0.9715419241599108
-1	6193	0.9693966314144704
-1	1529	0.9679309326733205
-1	87	0.9582842398157296
-1	844	0.9560756604654916
-1	2724	0.9486419296221407
-1	109	0.9483401904010653
-1	1621	0.9472459258010331
-1	3608	0.9466014438359395
-1	2186	0.9355607360901274
-1	2199	0.9346345040298661
-1	1744	0.9327720436160207
-1	3913	0.9315522405161235
-1	3746	0.9307097065353739
-1	3320	0.9272958673441486
-1	1160	0.9259788386662876
-1	509	0.9246424130361669
-1	271	0.9244930837536952
-1	1135	0.9241591830592031
-1	3498	0.9211318653625269
-1	202	0.9197011008249403
-1	2159	0.9196593230504366
-1	2926	0.9196573125011998
-1	1290	0.9170809656304729
-1	201	0.9131586097087105
-1	1113	0.910739851595458
-1	2823	0.9105142606316833
-1	978	0.9091308797828586
-1	3073	0.9063317282582596
-1	2247	0.9052596006540421
-1	3637	0.9030732384975628
-1	2680	0.8987534016172898
-1	4595	0.8964920573630627
-1	132	0.8962764848769267
-1	2775	0.8925130429304934
-1	1869	0.8910254858868942
-1	3756	0.8894811270811696
-1	3622	0.8874821196486808
-1	2012	0.8869492131534006
-1	1123	0.8863540463588157
-1	5155	0.8857836180918677
-1	29	0.8848811162795873
-1	690	0.8832243277677325
-1	411	0.8793518000301868
-1	1709	0.8751154137602536
-1	1055	0.8750169660643086
-1	3199	0.8674462243100971
-1	2780	0.8637283464214249
-1	3703	0.8597815371919001
-1	534	0.8595035078261165
-1	3355	0.8585254967754198
-1	1903	0.8582498394483586
-1	5507	0.8579032890283602
-1	1228	0.8556012115891393
-1	2524	0.8555991239713586
-1	3723	0.853870365947021
-1	832	0.8511348877902437
-1	1857	0.8508366354897597
-1	2923	0.849010406911853
-1	6099	0.8468251125624195
-1	1283	0.8454401612810827
-1	1096	0.8443118686297959
-1	2414	0.8432232724935824
-1	875	0.8428403812733097
-1	3054	0.8421074189189441
-1	5088	0.8413841653837411
-1	1221	0.8412137454319117
-1	1568	0.839102926374778
-1	748	0.8368904297238978
-1	27	0.834699652702707
-1	559	0.8346199741038917
-1	472	0.825779112530147
-1	1617	0.8252801611205317
-1	3610	0.8161062649744519
-1	1570	0.8152967733243159
-1	1208	0.8132791868744731
-1	3039	0.8128959363578194
-1	3332	0.8106809968790043
-1	151	0.8091124130815728
-1	1577	0.8049909995051939
-1	99	0.8016854478055594
-1	2692	0.801583023222238
-1	694	0.799098386807825
-1	566	0.7966868509501338
-1	3445	0.7933547128625209
-1	3665	0.7925625323381303
-1	3392	0.7827358934959776
-1	64	0.7821201951989232
-1	3668	0.779020935051766
-1	1697	0.777119318364737
-1	1456	0.7758496005331056
-1	4048	0.7747597316875462
-1	1729	0.7745036147738895
-1	793	0.7742346169560212
-1	2743	0.7742010074277924
-1	916	0.7699896730846005
-1	1073	0.7686816394570862
-1	396	0.7643558315284895
-1	235	0.7634169226523805
-1	1177	0.7632419390357846
-1	1095	0.7627043801247139
-1	3098	0.7621990765204206
-1	976	0.7608187170689177
-1	3774	0.7601264372193925
-1	2030	0.7573352977483204
-1	1304	0.7572941610715889
-1	2530	0.7541261140910795
-1	164	0.7503627992180418
-1	440	0.7476908597712127
-1	2830	0.7463820146974496
-1	536	0.7447019978291672
-1	2898	0.7443082315244387
-1	93	0.7420190317132531
-1	2488	0.7416942301095529
-1	5213	0.7415187224119772
-1	5771	0.7412160748041016
-1	1712	0.7409149315928142
-1	2283	0.7405268533990726
-1	4752	0.7405153822178233
-1	324	0.7393615349036972
-1	5080	0.7381998533470284
-1	2706	0.7370945061485448
-1	359	0.7302442522107806
-1	3406	0.7285171065506792
-1	1395	0.7283883748362708
-1	4552	0.7279162374405359
-1	2208	0.7260194818592265
-1	4177	0.7258080663506443
-1	2703	0.7221827462713923
